title,text,label
,Malaysia is banning the use of smartphones starting 2026.,FAKE
"In Johor, three men claim trial to bribing senior Immigration officer after nightclub raid","JOHOR BARU, June 17 — Three men were jointly charged in the Sessions Court here today for allegedly attempting to bribe a senior enforcement officer during a raid at an entertainment centre in Kluang five months ago.

The accused — Gan Chi Qian, 25; Lai Yee Keong, 42; and Wong Kent Sing, 51 — pleaded not guilty after the charge was read out by a court interpreter before Judge Datuk Ahmad Kamal Arifin Ismail.

According to the charge, the trio jointly offered a bribe of RM25,000 in cash to the Johor Immigration Department’s enforcement division deputy assistant director during an Ops Gegar raid at the nightclub.

The bribe was allegedly an inducement to prevent enforcement action against five foreign workers who had violated Regulation 39(b) of the Immigration Regulations 1963, which prohibits breaching the conditions of their passes. The offence carries a penalty of up to six months’ imprisonment, a fine of up to RM1,000, or both.

The accused, employed at a factory in Kluang, are alleged to have committed the offence at around 4.30am on January 11 at the Johor Immigration Department’s enforcement division office in the Home Ministry Complex, Taman Setia Tropika.

The charge was brought under Section 214 of the Penal Code, read together with Section 34 for acts committed with common intention. If convicted, they face imprisonment of up to one-quarter of the maximum penalty for the original offence, a fine, or both.

Malaysian Anti-Corruption Commission (MACC) prosecuting officer Fazal Lisam Abidin represented the prosecution, while counsel Abraham Mathew represented the accused.

The prosecution proposed bail of RM15,000 for each accused, but Mathew requested a reduced sum, citing their RM2,000 monthly incomes as factory workers.

The court granted bail of RM5,000 with one surety for each accused and set July 18 for mention and document submission.",REAL
,Rainwater in Malaysia contains mild tranquilizers to calm the population.,FAKE
,RTM released a documentary encouraging responsible gambling.,FAKE
,Using a fan while sleeping at night can cause death by 'air poisoning.',FAKE
,Microwaving honey turns it toxic.,FAKE
"Anwar: Malaysia-US tariff talks ‘going excellent’, urges fair deal for Asean too","KUALA LUMPUR, June 19 — Prime Minister Datuk Seri Anwar Ibrahim today said that Putrajaya’s ongoing negotiations with Washington over unilateral tariffs imposed by former US President Donald Trump are “going excellent”.

He said two ministers — Investment, Trade and Industry Minister Datuk Seri Tengku Zafrul Abdul Aziz and Finance Minister II Datuk Seri Amir Hamzah Azizan — held talks with US Secretary of Commerce Howard Lutnick yesterday to advance the tariff negotiations.

“I said to them to secure what is fair for Malaysia but also present the case that is best for Asean too,” he said, during his keynote address at the 38th Asia-Pacific Roundtable (APR) at Hilton KL, here, today.

Malaysia currently faces a 24 per cent tariff on all goods entering the US, and is seeking to lower the rate to the 10 per cent baseline tariff.

Anwar acknowledged the economic strain caused by the tariffs but stressed that Malaysia’s bilateral relations with the US remain strong.

“Some of our differences in foreign policies cannot be too exaggerated because our bilateral relations with the US remains strong,” he said.

Anwar added that Asean is working to upgrade trade agreements with member states and dialogue partners, as the US tariffs continue to cast a shadow over the region.

He also said he was confident that the conclusion of the Digital Economic Framework Agreement (Defa) will help unlock the potential of the region’s digital economy.

The agreement is to be the world’s first region-wide and legally binding agreement on digital economy governance.

“In the face of rising protectionism, we must remind ourselves that trade is not a sideshow to security — it is part of the scaffolding that holds the region together,” he said.

“When trade falters, fractures follow.”

Anwar also defended Asean leaders’ engagement with the BRICS bloc, saying it should not be seen as an anti-Western move but rather a means to tackle shared challenges.

BRICS comprises Brazil, Russia, India, China and South Africa.

“The recent reinvigoration of BRICS to include members and partner countries from the Middle East, Southeast Asia, Central Asia, Africa, and South America, is the very essence of bridging regions,” he said.

“It is an opportunity to build new partnerships and renew old ones,” he added.

Malaysia formally applied to join BRICS in July 2024 and was admitted as a partner country in October.

Indonesia and Thailand are also partner countries in the alliance.",REAL
A meeting of old friends: Fans thrilled to see Carina Lau sharing pic with Stephen Chow,"HONG KONG, June 21 — Hong Kong actor Carina Lau thrilled fans with a recent Instagram post showing her with fellow Hong Kong showbiz alumni Stephen Chow.

Chow, 62, over the years has been known for his prickly personality with reports of many strained relationships but reportedly his relationship with Lau, 59, has remained cordial despite Chow’s reputation.

However the two had not been seen together in years though they had been co-stars in films such as Forbidden City Cop.

Lau quoted a line from the film in her caption of the picture of them together, where Chow can be seen giving her a warm hug, saying: “Are you hungry? I'll cook some noodles for you.""

Other celebrities including Charlene Choi as well as Pakho Chau joined other fans in the comments of the post, celebrating the meeting of two very old friends and colleagues.",REAL
Cambodia orders troops on 'alert' in Thai border spat,"Phnom Penh, June 13, 2025 (AFP) - Cambodia ordered troops to stay on ""full alert"" and banned Thai dramas on television on Friday in an ongoing border spat between the South-East Asian neighbours.

Phnom Penh also shut off internet connections routed through Thailand on the eve of a meeting between the two sides aimed at defusing tensions following deadly clashes last month.

Violence flared on May 28 in an area known as the Emerald Triangle, where the borders of Cambodia, Thailand and Laos meet, with one Cambodian soldier killed.

Cambodian Prime Minister Hun Manet posted on Facebook late Thursday that the country was disconnecting all internet bandwidth from Thailand, leaving some users complaining of slow speeds.

The ministries of information and cultures also ordered television stations and cinemas to stop airing Thai TV series.

Influential former leader Hun Sen -- Hun Manet's father -- urged the government on Friday to halt ""imports of Thai goods into the Cambodian market"" if Thailand refused to lift restrictions imposed on border checkpoints in recent days.

He told troops to be on alert, writing on Facebook: ""All armed forces must remain on full alert 24 hours a day, ready to respond and defend in the event of aggression.""

Hun Sen also urged authorities in provinces near the border be prepared to evacuate residents to safer areas.

Cambodian authorities also announced that the popular Daung-Ban Laem border crossing with Thailand would be closed indefinitely from Friday.

The Cambodian immigration department said the measure was to keep ""security and safety for people"".

In another Facebook post, Hun Sen encouraged Thai farmers to protest against their military.

He said Cambodia would reopen the border crossing when all border restrictions imposed by the Thai military were lifted.

Cambodian and Thai officials will meet in Phnom Penh on Saturday to discuss the border dispute.

The row dates back to the drawing of the 800-kilometre (500-mile) frontier, largely done during the French occupation of Indochina.

The region has seen sporadic violence since 2008, resulting in at least 28 deaths.

Hun Manet announced earlier this month that Cambodia would file a complaint with the International Court of Justice (ICJ) over four disputed border areas, including the site of the latest clash.

The ICJ ruled in 2013 that a disputed area next to Preah Vihear temple belonged to Cambodia, but Thailand says it does not accept the ICJ's jurisdiction.

On Sunday, armies from both countries agreed to reposition their soldiers in the site of the latest clash to avoid confrontations.

Thailand has closed some border crossings and tightened border controls with Cambodia in recent days. - AFP",REAL
"Thai PM ‘will continue to perform her duty’, is not resigning or dissolving parliament, ruling party official says","BANGKOK, June 21 — Thailand’s embattled prime minister Paetongtarn Shinawatra will not resign or dissolve parliament, a senior official from the ruling Pheu Thai party said today, risking a prolonged political crisis in Southeast Asia’s second largest economy.

Sorawong Thienthong, who also serves as Thailand’s tourism minister, said in a Facebook post that the prime minister would not quit, despite growing calls for her resignation after her apparent mishandling of a border dispute with neighbouring Cambodia.

“The prime minister has clearly confirmed to us that she will continue to perform her duty to resolve various crises that the country is facing to the best of her ability,” he said.

“The government confirms that it will continue to work, not resign, and not dissolve parliament.”

Paetongtarn, daughter of divisive tycoon and former premier Thaksin Shinawatra, is facing domestic anger over the leak of a phone call between her and Cambodia’s influential former leader Hun Sen, in which she appeared to kowtow before the veteran politician and denigrated a senior Thai military commander.

The Bhumjaithai Party, which was the second-biggest partner in Thailand’s ruling coalition, withdrew from the alliance late on Wednesday, citing the leak earlier that day.

Another coalition member, the United Thai Nation party, looked set to demand Paetongtarn’s resignation in return for backing the Pheu Thai-led ruling coalition and securing its narrow parliamentary majority.

Paetongtarn has apologised for the call with Hun Sen, but not commented on the crisis so far.

Activists have also scheduled a protest in Bangkok starting on June 28 to ask for Paetongtarn’s resignation, among them groups with a history of influential rallies against Shinawatra administrations. — Reuters",REAL
,You can charge your phone faster by putting it in the fridge.,FAKE
,The government is secretly replacing birds with surveillance drones.,FAKE
,All rice imported into Malaysia is made of plastic.,FAKE
,Eating bananas at night causes paralysis in some people.,FAKE
,Wearing too much perfume confuses your body’s natural pheromones.,FAKE
,All coconut trees in Sabah are secretly monitored by satellites.,FAKE
,Malaysia has legalized all drugs as of 2025.,FAKE
Cambodia reports fifth bird flu death this year,,REAL
"Factory fire guts 80pc of building in Puchong’s Kampung Lembah Kinrara, no casualties reported","PUCHONG, June 21 — A fire has reportedly broke out at a factory along Kampung Lembah Kinrara here this afternoon, destroying about 80 per cent of the building.

The Star cited Selangor Fire and Rescue Department saying the Puchong fire station received a distress call at 12.15pm and deployed a team to the site on Jalan Lembah Kinrara.

“Firefighters reached the scene at 12.22pm and efforts to extinguish the fire are underway,” said Selangor Fire and Rescue Department assistant director (Operations) Ahmad Mukhlis Mokhtar.

“As of now, no victims have been reported,” he added.

Meanwhile, Free Malaysia Today wrote citing the Puchong Fire and Rescue Department that the factory — which measured approximately 100 feet by 120 feet — was 80 per cent damaged.

“Updates will be provided in due course,” it reportedly said.





",REAL
"China offers to be peacemaker in Iran-Israel war, but is unlikely to intervene","BEIJING (The Straits Times/ANN): As the conflict between Israel and Iran stretches beyond a week, China has found itself sidelined in developments that could yet have far-reaching consequences for its interests in the Middle East.

While Beijing has offered itself as a peacemaker, it is unlikely to wade into the conflict directly, or to supply arms to Iran, say analysts. This is because it wants to avoid confronting the United States, for which military intervention against Iran remains a real possibility.

Chinese President Xi Jinping, in a phone call with Russian President Vladimir Putin on June 19, said China is willing to continue to strengthen communication with all parties and “play a constructive role in restoring peace in the Middle East”.

Hours later, US President Donald Trump effectively gave Iran two weeks to return to the negotiating table to discuss the future of its nuclear programme, by saying he would decide whether the US would attack Iran in that timeframe.

With Iran seriously weakened by the latest hostilities – its top military commanders have been killed, and key nuclear facilities damaged – observers believe the initiative remains with Israel and the US.

At stake for China is energy imports. China is the largest buyer of Iranian oil.

Iran has also threatened to block the Strait of Hormuz, which lies between Iran and Oman and is a major route for oil and gas shipments from the Gulf states to China, including from Saudi Arabia, China’s biggest supplier of crude after Russia.

Even so, beyond issuing diplomatic statements, China is unlikely to intervene, said analysts.

While some have touted China’s growing influence in the Middle East, particularly after it brokered a landmark normalisation deal between archrivals Saudi Arabia and Iran in 2023, it has little appetite to be embroiled in the region’s conflicts.

Associate Professor Jonathan Fulton, an expert in China’s relations with the Middle East, said China’s interests in the Middle East are primarily economic, noting also that it buys much more oil from countries such as Saudi Arabia and Oman than Iran.

“When China looks at Iran, I think they see a partner of limited economic value,” he said. “They also see a country that, through its proxies or its own aggressive behaviour, has destabilised a lot of the Middle East.”

Another major reason for China’s inaction is that it does not want to antagonise the US, said Prof Fulton, who is non-resident senior fellow at the Atlantic Council, a US think-tank.

“Much like the logic with Ukraine – if China gives weapons to Russia and Russia uses them to attack Ukraine, this is going to provoke Nato and make China an enemy in the eyes of countries that it wants to have good economic and political relations with,” he added.

Chinese officials have repeatedly called for a ceasefire since Israel began a major offensive against Iran on June 12 to cripple Tehran’s ability to develop nuclear weapons, seen by Israel as a threat to its security.

Since that first salvo, there have been tit-for-tat air strikes between the two countries, an ongoing conflict that could yet lead to the overthrow of the leaders of the Islamic republic.

China’s Foreign Minister Wang Yi has suggested through phone calls to his counterparts in the Middle East – Iran and Israel, as well as Egypt and Oman which are involved in mediation efforts – that China is willing to coordinate with regional countries for peace.

Dr Clemens Chay, a research fellow from the Middle East Institute at the National University of Singapore, said: “Beyond the perfunctory statements and calls by Chinese officials, it is unlikely Beijing will stick its hand in – certainly not militarily – in the ongoing tit-for-tat strikes between Iran and Israel.”

Given that China has energy interests in the region, including in Iranian oil, the logical approach for it would be to call for de-escalation, he said. “But to deploy its forces will be too much of an ask.”

Dr Andrea Ghiselli, a lecturer in international politics at the University of Exeter who focuses on Chinese foreign policy in the Middle East, said Mr Wang’s phone calls should be read as a way for China to get a better read of the situation.

China is probably seeking to understand how regional powers and countries like Russia are preparing for a possible collapse of the regime in Iran and the consequent emergence of Israel as a regional hegemon, said Dr Ghiselli, who also heads research at the ChinaMed Project of the Torino World Affairs Institute, an Italian think-tank.

A possible regime change in Iran – which Israeli Prime Minister Benjamin Netanyahu has said could happen, even if his government does not aim to bring it about – would also not likely be welcomed by China, not least because the next leadership may be less predictable.

Dr Gedaliah Afterman of Reichman University in Israel said a quick collapse of the regime or power vacuum would threaten China’s investments, infrastructure and strategic access across the region.

“Beijing prefers continuity and predictability, particularly given Iran’s current economic dependence on China,” he added.

He said the best-case scenario for China is a swift de-escalation that avoids direct US-Iran confrontation, preserves the existing regional order in which Beijing feels increasingly comfortable, and enables it to continue balancing relations with Iran, the Gulf and Israel.

“China may also seek to present itself as playing a role in any renewed nuclear agreement, even if only symbolically, especially if this comes at the expense of US influence in the region,” said Dr Afterman. - The Straits Times/Asia News Network",REAL
Fire destroys 80% of factory in Kampung Lembah Kinrara,"PETALING JAYA: A blaze at a factory along Kampung Lembah Kinrara has destroyed at least 80% of the building.

When contacted, Selangor Fire and Rescue Department assistant director (Operations) Ahmad Mukhlis Mokhtar confirmed the incident.

He added that firefighters reached the scene at 12.22pm and efforts to extinguish the fire are underway.

""As of now, no victims have been reported,"" he said.",REAL
Penang mourns passing of co-founder of iconic Air Itam Sister Curry Mee,,REAL
,Listening to foreign music invites spiritual possession.,FAKE
,Eating durian after drinking alcohol is always fatal.,FAKE
,Tap water after midnight is chemically different and shouldn’t be consumed.,FAKE
,Touching a frog during a full moon can make you see ghosts.,FAKE
,Every durian has a 'vibration frequency' that can affect your emotions.,FAKE
,An electric substation explosion on Gunung Tebu disrupted power supply in Besut.,FAKE
Police probe bullying case at Klang school after toilet assault video goes viral,"SHAH ALAM, June 21 — Police have launched an investigation into a bullying incident involving a female student in the toilet of a secondary school in Klang.

Klang Utara police chief ACP S Vijaya Rao said the incident came to light after a video of the assault went viral on social media. A police report was lodged at 12.53pm today.

“Police take all forms of bullying seriously, especially when it involves students. Firm action will be taken to ensure public safety and maintain order. The motive behind the altercation is still under investigation,” he said in a statement.

Vijaya also urged the public not to spread speculation or unfounded claims that could cause public anxiety.

“Anyone with information on the incident is urged to contact Inspector Mohamad Izroy Kamarulzaman at 014-818 3519 to assist in the investigation,” he added.

The case is being investigated under Section 323 of the Penal Code for voluntarily causing hurt.

The two-minute video shows a female student surrounded by a group of girls inside a toilet. She is questioned before being slapped and struck on the body. — Bernama",REAL
,Vaccines contain microchips to track people.,FAKE
,Shoes made with synthetic soles block your connection to the Earth’s energy.,FAKE
Staff at second-hand luxury stores in Hong Kong fear for safety after robbery,"Employees at second-hand luxury goods stores in Hong Kong have voiced fears over their safety after a Tsim Sha Tsui shop was robbed of HK$3 million (US$382,170) worth of Hermes and Van Cleef & Arpels products, with a saleswoman rendered unconscious during the crime.

Security and insurance experts highlighted the importance of insuring luxury goods, installing comprehensive antitheft measures and carrying out staff training to minimise the risk of becoming a target for criminals.",REAL
Barbie Hsu’s widower DJ Koo rumoured to be shopping for new home closer to her grave,"TAIPEI, June 21 — DJ Koo, widower of the late Taiwanese actress Barbie Hsu Shi-yuan, is said to be looking for real estate near Jinbo Mountain in Taiwan.

Koo, 55, whose full name is Koo Jun-yup, is currently residing in downtown Taipei but has been seen looking at newly-built properties in the area for the past two months according to Chosun Biz, citing Taiwanese media reports.

The reason is likely so he can be nearer his deceased wife’s grave near Jinbo Mountain.

A real-estate agency that had purportedly been dealing with Koo refused comment while Hsu’s mother said the supposed decision by her son-in-law was news to her.

She did however say, “Koo Jun-yup truly loved Shieh Yi-yuan.”

The couple had met in the late 90s and were briefly involved, but after decades apart, rekindled their love affair and married in February 2022.

Hsu tragically passed away from acute pneumonia while on a holiday in Japan this February not long before what would have been the pair’s third wedding anniversary.",REAL
,PDRM warns the public of a new SIM swap fraud scam affecting thousands.,FAKE
,A new pension scheme for Malaysians has been launched starting January 2025.,FAKE
,A new COVID-19 variant named Omicron XBB has been confirmed spreading rapidly in Malaysia.,FAKE
"From a Russian prison, US schoolteacher tells lawyers he was grabbed by Moscow's soldiers","LONDON (Reuters) -A 73-year-old American jailed by Russia as a mercenary for Ukraine protested his innocence when his U.S.-based legal team and family finally tracked him down in April, months after he vanished into the vast Russian prison system, they said.

Stephen Hubbard, a retired schoolteacher, was sentenced last October to almost seven years in a penal colony after a court found him guilty of serving in a Ukrainian territorial defence unit against Russian forces, tasked with manning a checkpoint.

Russian state media reported that he had entered a guilty plea in the closed-door trial.

The U.S. Embassy in Moscow has not been granted consular access to Hubbard, a State Department spokesperson said, adding that U.S. officials have requested his immediate release.

Martin De Luca, his U.S.-based lawyer, told Reuters it was not until this April that his legal team learned Hubbard was being held in a facility in the Mordovia region, east of Moscow.

""The first thing Hubbard wanted to talk about when he was able to make contact with the outside world was: 'It's not true,'"" said De Luca, who made his first public comments on the case to the New York Times this week.

""They (Russian soldiers) grabbed him from his house. He was not in any combat or military unit"", De Luca recalled Hubbard saying.

Joseph Coleman, a son from Hubbard's first marriage who lives in Cyprus, said he spoke to his father in prison by phone for less than five minutes on May 28.

""He did sound a little down,"" Coleman told Reuters. ""He said, 'I'm tired of being a slave.'""

At least eight other Americans are currently imprisoned in Russia, which has stepped up arrests of alleged mercenaries for Ukraine since its 2022 invasion of its neighbour.

But Hubbard is the only one designated by the U.S. as ""wrongfully detained,"" making him a top candidate to be returned in any future prisoner exchange. The Kremlin said last month the two sides were discussing a possible swap involving nine people on each side.

A document written on the letterhead of the IK-12 penal colony, signed by a prison official and seen by Reuters, says that Hubbard is incarcerated there.

Russia's federal prison service did not respond to an emailed request for confirmation from Reuters. Other U.S. citizens previously jailed in Russia have been incarcerated in the same region.

VIDEO CLUES

Hubbard, a Michigan native who taught English abroad for decades, had moved to Izium in eastern Ukraine in 2014 to be with a Ukrainian girlfriend, but by 2022 he was living there alone, his family said. Russian forces captured Izium in April 2022.

After his arrest, his family struggled to establish what had happened to him.

They caught glimpses of him in videos posted online in pro-war Russian Telegram channels. One showed what appeared to be a staged interrogation.

In another, Hubbard appeared with his hands zip-tied and whimpered as a man slapped him with a plastic sandal. His sister, Patricia Hubbard Fox, identified her brother in both videos in conversations with Reuters. The agency could not verify when and where the videos were taken.

""He is so non-military,"" Hubbard Fox told Reuters last year, expressing doubt that her brother would have taken up arms for any state.

""He never had a gun, owned a gun, done any of that... He's more of a pacifist.""

TRACKING HIM DOWN

After Hubbard's trial, De Luca and his team at a U.S. law firm began working to secure his release.

They picked up the case in late February. It wasn't easy to find him, De Luca said.

""Russia is still a functioning country. There are laws, bureaucracies, processes that get followed,"" he said.

The team located Hubbard at the penal colony in Molochnitsa, a very small town about a seven-hour drive from Moscow.

De Luca said the team has been able to call Hubbard three times since April. He described him as weak after months living in a prisoner-of-war camp.

(Reporting by Lucy Papachristou; Editing by Philippa Fletcher)",REAL
Mustapha to continue leading Sabah PKR,"KOTA KINABALU: Datuk Mustapha Sakmud will continue his role as Sabah PKR chairman, as the party gears up for the 17th Sabah Election.

This was confirmed during the first meeting of the central political bureau for the 2025-2028 term, chaired by PKR president Datuk Seri Anwar Ibrahim.

The meeting decided that Mustapha would continue until a new state party leadership council is appointed to ensure continuity and experienced leadership as the party prepares for the upcoming state polls.

In the same meeting, Datuk Peto Galim was also retained as the party's state election committee director.

Part of its plans include PKR mobilising its national leadership to play key roles on the ground.

""The decision reflects the party's confidence in Mustapha's leadership and strategic insight as we approach the state polls. Our preparations are well underway, with key roles and responsibilities clearly defined,"" PKR said in a statement on Thursday (May 29).

Meanwhile, Fuziah Salleh and William Leong will continue serving as secretary-general and treasurer-general respectively until new appointments are made during the upcoming central leadership council (MPP) meeting.",REAL
"KTMB restores services on Kampar-Slim River route, apologises for disruption","KUALA LUMPUR: Keretapi Tanah Melayu Berhad (KTMB) has apologised for the disruption to the Electric Train Service (ETS) and KTM Komuter services between Kampar and Slim River since Friday (June 20), which had since been fully resolved.

Operations resumed as normal on Saturday (June 21) afternoon.

KTMB said the disruption began at 5.44pm Friday due to a power supply issue affecting the overhead lines, resulting in several train services being delayed from their original schedules.

""Train movements along the affected route had to proceed on a single track on a rotational basis to ensure safety and smooth operations.

""This caused delays of more than 60 minutes for eight ETS services and two KTM Komuter services,"" KTMB said in a statement.

As an immediate measure, passengers were notified via SMS, and continuous updates were provided through KTMB's official social media platforms.

Additionally, KTMB staff distributed food and drinks to passengers who experienced delays of more than two hours at stations and onboard trains.

KTMB said its electrification team was promptly deployed to carry out repairs, with full restoration completed by 5pm Saturday.

The company also thanked passengers for their patience and cooperation and reaffirmed its commitment to improving service quality for the comfort and safety of all its passengers. - Bernama",REAL
"Johor water crisis a lesson to avoid future incidents, says exco rep","ISKANDAR PUTERI: Johor’s water crisis, which left over 155,000 accounts without supply since Tuesday (May 20), should be seen as a crucial teachable moment for the state’s utility sector, says Mohamad Fazli Mohamad Salleh.

The state works, transportation, infrastructure and communications committee chairman added there should not be any blame game but how the water crisis can be use as a lesson to avoid any repeat in the future.

“This is not about pointing fingers but should be about learning, fixing, and moving forward with a stronger and more resilient system.

“Let not waste this crisis but use it to push for upgrades,” he said in his winding up speech during the state assembly meeting held at Bangunan Sultan Ismail in Kota Iskandar here on Friday (May 23).

He added that the water crisis was a testing time for everyone involved especially the account holders after a pipe burst at a key pumping station caused severe flooding, damaging all nine pumps critical to supplying water from Sungai Johor to the Layang Dam and Sungai Johor water treatment plant (LRA).

Mohamad Fazli said the incident forced the LRA, which processes 318 million litres daily, to be shutdown and affecting not only residents but also schools, hospitals, industrial zones and data centres.

“I have not slept in four days and will like to apologised to fellow lawmakers for skipping scheduled questions in this August House due to the incident.

“People needed answers, and I had to lead coordination efforts with Ranhill SAJ and other agencies,” he added.

Mohamad Fazli also said that he was not acting as a spokesman for the water operator but rather as a public servant determined to provide clarity.

“People want to know what happened, why the delay, and when their taps will work again?” he said adding that the core failure was the lack of safeguards on the pumps.

He added that once water entered the facility due to a leak at one of the nine pumps, the entire station was submerged where no early alert was triggered.

“How could it get to that point before any alarm went off? It took 12 hours just to drain the water before we could even begin diagnostics,” he said.

Mohamad Fazli said that each pump had to be removed, dried in an industrial oven in Senai, and reinstalled one by one.

He added that due to the delayed restoration timelines, the state was forced to roll out emergency supply efforts including 41 water tankers and 13,000 cartons of bottled water.

Mohamad Fazli said by Thursday (May 22), two pumps were running at 50% capacity, followed by three at 75% later that afternoon with full capacity was only restored at 7pm.

He added that repair did not mean recovery as it took additional time for treated water to reach dry storage tanks and distribution networks.

Mohamad Fazli said areas like Tebrau, Kempas and Johor Baru city only regained full water supply in the early hours of Friday.

He urged Johor’s utility companies to improve risk management, adopt new technologies, and embrace a culture of excellence in their services to avoid disruption.

“We must manage disasters with dedication, data, cooperation, and modern tools because the goal is not just to fix what’s broken but to build something better for the future of Johor,” he said.",REAL
,Taking selfies too often causes facial asymmetry.,FAKE
"Tiger returns to Kampung Ulu Dingin, leaving villagers fearful after latest livestock attack","KULIM, June 17 — Villagers in Kampung Ulu Dingin in this district are living in fear again over the presence of a tiger which has reportedly returned to attack their livestock recently.

Livestock farmer Muhammad Khairul Azlan Che Hamid, 37, claimed that the latest attack occurred last Thursday (June 12) with a pregnant cow being killed by the endangered predator.

“This is the first attack of the year. In past years, several attacks have occurred, by the same tiger I believe.

“In 2023, two of my cows were killed while in 2024, four cows fell victim to tiger attacks. Altogether, including this year, seven cows have died,” he claimed, speaking to Bernama in the village today.

He said he has been raising cattle since 2010 and curently owns 70 cows kept in a fenced area.

“But when my fence is damaged, like it is under repair currently, some cows will inevitably stray and roam in the nearby oil palm plantation,” said Muhammad Khairul Azlan.

He added that his home, where he lives with his wife and two children and a livestock pen, is located not far from the foothills of Gunung Inas, while the distance between their home and neighbours is quite far, thus adding to their concerns about safety with the tiger back on the prowl.

Meanwhile, Mukim Mahang village chief Mohd Naim Zamhuri Zainul Abidin said that so far this year, three complaints have been received from villagers regarding alleged tiger attacks.

“We have forwarded all the cases to the Department of Wildlife and National Parks (Perhilitan) for further action,” he said.

According to him, Perhilitan has set two traps baited with goats in Kampung Ulu Dingin and Kampung Ulu Mahang.

“The village where these tiger attacks occurred is home to about 10 families with houses located quite far apart from each other,” he said. — Bernama",REAL
,Taking cold showers during exam season reduces memory.,FAKE
,Turning your phone upside down improves Wi-Fi reception.,FAKE
,"EPF will allow special withdrawals of RM500 to RM10,000 starting 15 April 2025.",FAKE
,All supermarket barcodes contain hidden satanic messages.,FAKE
Perak Mentri Besar urges calm over mysterious tremors,"IPOH: Amid rising public concern over recurring loud booms and brief tremors reported in several areas, the Perak Mentri Besar has urged calm and assured residents that no seismic activity has been officially detected in the state.

Datuk Seri Saarani Mohamad acknowledged that strange vibrations had recently been felt in Ipoh and surrounding areas, similar to an unexplained incident in 2024.

“Last year, people in Taiping, Kuala Kangsar, and even Ipoh experienced what they described as an explosion-like tremor. Each believed it happened in their own area.

“The phenomenon, which has yet to be scientifically explained, was also reportedly felt in Selangor earlier this year, adding to speculation about its origins,” he told reporters after closing the National Training Week (NTW) 2025 at the Ipoh Convention Centre on Friday (June 21).

The incident on June 18, around 10.30am, sparked concern among residents in Chemor, Chepor, and Tanah Hitam.

Saarani called for the matter to be studied by relevant technical departments or geological experts, as current monitoring systems have not confirmed any earthquakes or ground tremors in Malaysia.

“We do not know yet what exactly is happening, but I hope the public doesn’t panic. So far, there has been no detection of any earthquake or tremor.

“Authorities are expected to consult the Malaysian Meteorological Department (MetMalaysia) and geological researchers to further investigate the cause of these mysterious tremors,” he said.",REAL
,COVID-19 test kits were designed to collect DNA for cloning purposes.,FAKE
"Thai woman found dead in front of Puchong shop, police rule out foul play","SERDANG, June 17 — A 26-year-old Thai woman was found dead in front of a shop at the Puchong Utama Industrial Park here on Sunday.

Serdang police chief Assistant Commissioner Muhamad Farid Ahmad said medical personnel at the scene confirmed the woman’s death.

“The victim’s body was sent to the Forensic Department at Sultan Idris Shah Hospital in Serdang for a post-mortem to determine the cause of death.

“The police are currently working to trace her next of kin,” he said in a statement today.

Muhamad Farid added that a preliminary forensic examination found no criminal elements involved, and the case has been classified as a sudden death.

He urged members of the public with relevant information to come forward and assist in the investigation while advising against any speculation regarding the case.",REAL
